Loyalty#,cluster_behavior_agglomerative_ward,cluster_value_agglomerative_ward,agglomerative_ward_behavior_level,agglomerative_ward_value_level,agglomerative_ward_final_segment
671928,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
671933,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
672039,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
672089,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
672103,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
672170,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
672236,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
672255,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
672308,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
672336,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
672391,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
672395,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
672430,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
672431,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
672570,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
672582,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
672600,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
672635,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
672649,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
672679,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
672781,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
672819,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
672893,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
672904,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
672917,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
673054,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
673061,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
673192,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
673301,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
673399,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
673401,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
673424,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
673492,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
673872,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
673934,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
674118,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
674281,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
674327,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
674372,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
674375,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
674394,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
674462,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
674497,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
674637,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
674643,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
674689,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
674738,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
674781,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
674805,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
674876,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
674923,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
674933,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
675057,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
675104,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
675106,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
675204,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
675240,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
675243,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
675385,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
675405,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
675409,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
675419,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
675442,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
675457,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
675506,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
675516,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
675535,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
675538,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
675541,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
675616,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
675651,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
675710,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
675848,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
675879,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
675936,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
675956,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
676203,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
676289,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
676371,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
676376,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
676406,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
676408,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
676409,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
676585,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
676622,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
676631,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
676639,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
676669,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
676676,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
676873,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
676877,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
676941,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
677045,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
677068,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
677141,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
677153,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
677174,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
677213,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
677217,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
677218,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
677292,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
677322,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
677329,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
677335,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
677404,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
677435,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
677513,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
677527,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
677560,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
677606,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
677669,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
677695,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
677704,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
677717,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
677751,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
677901,0,0,High,High,"Champions (High value, High engagement)"
677925,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
677963,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
677976,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
678205,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
678217,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
678243,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
678284,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
678341,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
678454,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
678460,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
678493,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
678514,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
678544,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
678603,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
678616,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
678722,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
678786,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
678837,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
678858,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
678925,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
678933,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
678967,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
678991,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
679075,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
679132,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
679155,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
679253,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
679311,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
679414,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
679437,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
679485,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
679531,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
679607,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
679609,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
679623,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
679638,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
679859,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
679908,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
679994,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
680168,0,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
680181,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
680193,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
680304,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
680376,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
680379,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
680444,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
680445,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
680485,2,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
680553,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
680565,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
680569,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
680581,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
680738,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
680754,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
680839,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
680878,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
680886,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
680945,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
681032,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
681250,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
681270,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
681309,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
681328,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
681399,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
681593,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
681649,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
681722,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
681785,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
681822,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
681887,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
681921,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
681961,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
681984,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
682064,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
682103,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
682194,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
682288,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
682308,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
682337,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
682356,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
682419,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
682521,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
682528,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
682533,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
682571,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
682654,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
682707,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
682709,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
682813,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
682819,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
682826,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
682840,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
682979,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
682980,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
683126,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
683239,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
683250,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
683276,0,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
683288,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
683356,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
683361,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
683458,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
683470,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
683485,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
683487,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
683503,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
683550,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
683660,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
683664,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
683685,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
683699,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
683751,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
683791,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
683838,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
683875,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
683901,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
683909,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
683910,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
683920,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
684022,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
684081,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
684103,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
684123,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
684133,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
684155,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
684201,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
684296,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
684305,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
684371,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
684386,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
684491,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
684691,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
684699,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
684776,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
684826,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
684835,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
684881,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
684889,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
684934,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
685171,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
685208,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
685314,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
685346,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
685375,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
685408,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
685518,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
685533,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
685546,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
685608,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
